 %      Time       Latitude      Longitude     Altitude       Vel-Xb       Vel-Yb       Vel-Zb         Roll        Pitch          Yaw       Wander     Accel-Xb     Accel-Yb     Accel-Zb     ARate-Xb     ARate-Yb     ARate-Zb
 %     (SOW)      (radians)      (radians)     (meters)        (m/s)        (m/s)        (m/s)    (radians)    (radians)    (radians)    (radians)       (m/s2)       (m/s2)       (m/s2)      (rad/s)      (rad/s)      (rad/s)
464795.84515   0.8400700299   0.2930630037   280.332622     2.585009     0.092350    -1.467249     0.012286    -0.021089    -0.895322     0.000000    -0.000823    -0.362112     0.123228    -0.000823    -0.000792     0.005069
464795.85015   0.8400700312   0.2930630014   280.340015     2.583283     0.093775    -1.467875     0.012286    -0.021095    -0.895341     0.000000    -0.001422    -0.333693     0.134965    -0.001422     0.000608     0.000766
464795.85515   0.8400700325   0.2930629991   280.347410     2.581568     0.095024    -1.467878     0.012283    -0.021101    -0.895341     0.000000    -0.000923    -0.355149    -0.154531    -0.000923    -0.001991    -0.001536
464795.86015   0.8400700338   0.2930629968   280.354803     2.579872     0.095915    -1.466979     0.012269    -0.021104    -0.895336     0.000000     0.000076    -0.319915    -0.200500     0.000076    -0.003490     0.000265
464795.86515   0.8400700351   0.2930629945   280.362193     2.578336     0.096906    -1.466543     0.012261    -0.021101    -0.895336     0.000000     0.001175    -0.290601     0.055743     0.001175     0.000308    -0.001136
464795.87015   0.8400700364   0.2930629922   280.369582     2.576876     0.097909    -1.466803     0.012267    -0.021100    -0.895329     0.000000    -0.000523    -0.291591     0.042051    -0.000523     0.002007    -0.001736
464795.87515   0.8400700377   0.2930629899   280.376971     2.575429     0.098553    -1.466553     0.012273    -0.021107    -0.895324     0.000000    -0.002022    -0.282722    -0.168223    -0.002022     0.000108     0.000566
464795.88015   0.8400700390   0.2930629876   280.384358     2.574102     0.098977    -1.465583     0.012273    -0.021113    -0.895328     0.000000    -0.000324    -0.236694    -0.229838    -0.000324     0.000108     0.001766
464795.88515   0.8400700403   0.2930629853   280.391740     2.572922     0.099442    -1.464713     0.012278    -0.021115    -0.895336     0.000000    -0.000324    -0.222005    -0.113451    -0.000324     0.001807     0.001266
464795.89015   0.8400700416   0.2930629830   280.399118     2.571896     0.099634    -1.464222     0.012276    -0.021120    -0.895344     0.000000    -0.001422    -0.182838    -0.082153    -0.001422    -0.003191     0.002167
464795.89515   0.8400700429   0.2930629807   280.406495     2.571022     0.099437    -1.463980     0.012262    -0.021128    -0.895355     0.000000    -0.001522    -0.170049    -0.002932    -0.001522    -0.002291     0.002267
464795.90015   0.8400700442   0.2930629784   280.413871     2.570296     0.099187    -1.463885     0.012260    -0.021133    -0.895361     0.000000    -0.000523    -0.117182    -0.044987    -0.000523     0.001407    -0.001536
464795.90515   0.8400700455   0.2930629761   280.421247     2.569613     0.098848    -1.463926     0.012266    -0.021135    -0.895355     0.000000    -0.000124    -0.154327     0.057708    -0.000124     0.000908    -0.000535
464795.91015   0.8400700468   0.2930629738   280.428624     2.568982     0.098337    -1.464397     0.012266    -0.021139    -0.895356     0.000000    -0.001023    -0.097569     0.126171    -0.001023    -0.000992     0.001967
464795.91515   0.8400700481   0.2930629715   280.436005     2.568593     0.097833    -1.465199     0.012269    -0.021144    -0.895362     0.000000    -0.000923    -0.061331     0.191701    -0.000923     0.002107    -0.000535
464795.92015   0.8400700494   0.2930629692   280.443390     2.568270     0.097323    -1.466297     0.012276    -0.021147    -0.895357     0.000000    -0.000124    -0.074993     0.238648    -0.000124     0.000508    -0.001836
464795.92515   0.8400700507   0.2930629669   280.450781     2.567859     0.096633    -1.467577     0.012271    -0.021149    -0.895352     0.000000    -0.000324    -0.104319     0.267010    -0.000324    -0.002491     0.000766
464795.93015   0.8400700520   0.2930629646   280.458178     2.567461     0.096016    -1.468748     0.012265    -0.021153    -0.895356     0.000000    -0.001322    -0.065154     0.186812    -0.001322    -0.000092     0.000666
464795.93515   0.8400700533   0.2930629623   280.465580     2.567166     0.095563    -1.469630     0.012270    -0.021161    -0.895355     0.000000    -0.001422    -0.058236     0.153561    -0.001422     0.002107    -0.001636
464795.94015   0.8400700545   0.2930629600   280.472986     2.566824     0.095021    -1.470519     0.012270    -0.021166    -0.895352     0.000000    -0.000623    -0.089479     0.198551    -0.000623    -0.002091     0.001466
464795.94515   0.8400700558   0.2930629577   280.480397     2.566393     0.094512    -1.471361     0.012261    -0.021170    -0.895363     0.000000    -0.000823    -0.094332     0.128132    -0.000823    -0.001891     0.003768
464795.95015   0.8400700571   0.2930629554   280.487810     2.565926     0.094435    -1.471527     0.012258    -0.021177    -0.895377     0.000000    -0.001922    -0.095241    -0.086055    -0.001922     0.000708     0.000265
464795.95515   0.8400700584   0.2930629531   280.495223     2.565400     0.094503    -1.470968     0.012259    -0.021187    -0.895375     0.000000    -0.001922    -0.111769    -0.142779    -0.001922    -0.000292    -0.001436
464795.96015   0.8400700597   0.2930629508   280.502633     2.564769     0.094454    -1.470635     0.012256    -0.021195    -0.895372     0.000000    -0.000823    -0.142995     0.030334    -0.000823    -0.001191     0.000966
464795.96515   0.8400700610   0.2930629485   280.510043     2.563940     0.094630    -1.470830     0.012256    -0.021196    -0.895375     0.000000     0.000575    -0.193843     0.044026     0.000575     0.001507    -0.000035
464795.97015   0.8400700623   0.2930629462   280.517453     2.562824     0.095064    -1.470526     0.012263    -0.021194    -0.895373     0.000000     0.000675    -0.249618    -0.207328     0.000675     0.001108    -0.001436
464795.97515   0.8400700636   0.2930629439   280.524859     2.561498     0.095328    -1.469506     0.012261    -0.021192    -0.895369     0.000000     0.000076    -0.272127    -0.209284     0.000076    -0.002191     0.001166
464795.98015   0.8400700649   0.2930629416   280.532262     2.560084     0.095410    -1.469263     0.012255    -0.021195    -0.895378     0.000000    -0.000923    -0.295576     0.148676    -0.000923    -0.000392     0.002667
464795.98515   0.8400700662   0.2930629393   280.539668     2.558530     0.095647    -1.470344     0.012260    -0.021198    -0.895388     0.000000    -0.000224    -0.338579     0.285602    -0.000224     0.002707     0.000666
464795.99015   0.8400700674   0.2930629370   280.547078     2.556702     0.095911    -1.471168     0.012266    -0.021197    -0.895390     0.000000     0.000775    -0.405095    -0.011720     0.000775    -0.000892    -0.000135
464795.99515   0.8400700688   0.2930629349   280.554479     2.554079     0.096797    -1.471016     0.012286    -0.021173    -0.895394     0.000000     0.000176    -0.441432    -0.084100     0.000176    -0.001391     0.000165
464796.00015   0.8400700701   0.2930629327   280.561891     2.551773     0.096766    -1.471346     0.012287    -0.021174    -0.895394     0.000000    -0.000523    -0.486406     0.223993    -0.000523     0.001807    -0.001036
464796.00515   0.8400700714   0.2930629304   280.568980     2.549266     0.096295    -1.473106     0.012308    -0.021164    -0.895380     0.000000    -0.000324    -0.583345     0.398078    -0.000324    -0.000092     0.000365
464796.01015   0.8400700727   0.2930629282   280.576404     2.546342     0.095956    -1.474461     0.012300    -0.021165    -0.895388     0.000000    -0.000024    -0.602896     0.090974    -0.000024    -0.003390     0.004268
464796.01515   0.8400700740   0.2930629259   280.583831     2.543389     0.095697    -1.474613     0.012288    -0.021165    -0.895408     0.000000     0.000076    -0.584313    -0.068446     0.000076    -0.001391     0.003468
464796.02015   0.8400700753   0.2930629236   280.591260     2.540488     0.095413    -1.474862     0.012287    -0.021164    -0.895422     0.000000     0.000476    -0.579434     0.153567     0.000476     0.000708     0.001166
464796.02515   0.8400700765   0.2930629213   280.598693     2.537500     0.094923    -1.476244     0.012283    -0.021162    -0.895429     0.000000     0.000575    -0.630314     0.383404     0.000575    -0.002491     0.001967
464796.03015   0.8400700778   0.2930629190   280.606132     2.534395     0.094431    -1.477507     0.012273    -0.021161    -0.895436     0.000000     0.000076    -0.627393     0.061630     0.000076    -0.001391    -0.000335
464796.03515   0.8400700791   0.2930629168   280.613573     2.531240     0.094046    -1.477235     0.012277    -0.021162    -0.895427     0.000000    -0.000523    -0.630311    -0.234712    -0.000523     0.003107    -0.004639
464796.04015   0.8400700804   0.2930629145   280.621013     2.528080     0.093540    -1.476692     0.012287    -0.021165    -0.895410     0.000000    -0.000124    -0.626377    -0.006829    -0.000124     0.000908    -0.000735
464796.04515   0.8400700816   0.2930629122   280.628453     2.525035     0.093103    -1.477679     0.012281    -0.021161    -0.895415     0.000000     0.001874    -0.602946     0.402964     0.001874    -0.003490     0.005269
464796.05015   0.8400700829   0.2930629100   280.635900     2.522162     0.093149    -1.479355     0.012267    -0.021153    -0.895440     0.000000     0.001474    -0.564883     0.227893     0.001474    -0.002391     0.003768
464796.05515   0.8400700842   0.2930629077   280.643352     2.519512     0.093386    -1.479822     0.012257    -0.021148    -0.895455     0.000000     0.000575    -0.501359    -0.088991     0.000575    -0.001791     0.001066
464796.06015   0.8400700854   0.2930629055   280.650807     2.517193     0.093424    -1.480118     0.012246    -0.021144    -0.895460     0.000000     0.001075    -0.432934     0.219087     0.001075    -0.002691     0.001066
464796.06515   0.8400700867   0.2930629032   280.658267     2.515215     0.093503    -1.482262     0.012241    -0.021136    -0.895462     0.000000     0.002373    -0.378245     0.659199     0.002373     0.000408    -0.001636
464796.07015   0.8400700880   0.2930629009   280.665740     2.513429     0.093758    -1.485275     0.012248    -0.021127    -0.895449     0.000000     0.001375    -0.358770     0.506626     0.001375     0.002607    -0.004338
464796.07515   0.8400700892   0.2930628987   280.673225     2.511755     0.093863    -1.487006     0.012253    -0.021122    -0.895433     0.000000     0.000875    -0.322633     0.128127     0.000875    -0.000792    -0.000635
464796.08015   0.8400700905   0.2930628964   280.680717     2.510368     0.093996    -1.487947     0.012251    -0.021119    -0.895436     0.000000     0.000575    -0.237576     0.246468     0.000575     0.000108     0.003568
464796.08515   0.8400700918   0.2930628942   280.688215     2.509378     0.094567    -1.489841     0.012259    -0.021116    -0.895453     0.000000     0.000775    -0.168167     0.527164     0.000775     0.003007     0.002667
464796.09015   0.8400700930   0.2930628919   280.695725     2.508628     0.095341    -1.492196     0.012265    -0.021115    -0.895464     0.000000    -0.000224    -0.149595     0.400020    -0.000224    -0.000892     0.001566
464796.09515   0.8400700943   0.2930628897   280.703243     2.508097     0.096027    -1.493336     0.012255    -0.021117    -0.895471     0.000000    -0.000523    -0.075244     0.033258    -0.000523    -0.003291     0.001066
464796.10015   0.8400700955   0.2930628874   280.710764     2.507861     0.096814    -1.493536     0.012248    -0.021122    -0.895473     0.000000    -0.001023    -0.022389     0.067488    -0.001023     0.000408    -0.001536
464796.10515   0.8400700968   0.2930628852   280.718288     2.507787     0.097674    -1.494304     0.012250    -0.021129    -0.895465     0.000000    -0.001822    -0.015468     0.274833    -0.001822     0.000708    -0.001836
464796.11015   0.8400700981   0.2930628830   280.725817     2.507786     0.098392    -1.495502     0.012251    -0.021138    -0.895460     0.000000    -0.001322     0.002218     0.213219    -0.001322    -0.000492     0.001366
464796.11515   0.8400700993   0.2930628807   280.733350     2.507893     0.099199    -1.495842     0.012255    -0.021143    -0.895467     0.000000    -0.000823     0.041394    -0.095838    -0.000823     0.002107     0.001566
464796.12015   0.8400701006   0.2930628785   280.740883     2.508084     0.100266    -1.495219     0.012266    -0.021145    -0.895473     0.000000     0.000376     0.048254    -0.148650     0.000376     0.002207     0.000065
464796.12515   0.8400701019   0.2930628762   280.748414     2.508243     0.101286    -1.495109     0.012268    -0.021144    -0.895476     0.000000     0.000276     0.016944     0.149651     0.000276    -0.001691     0.002067
464796.13015   0.8400701031   0.2930628740   280.755946     2.508405     0.102237    -1.495969     0.012263    -0.021143    -0.895488     0.000000     0.000276     0.040406     0.220068     0.000276    -0.000792     0.002767
