 %      Time       Latitude      Longitude     Altitude       Vel-Xb       Vel-Yb       Vel-Zb         Roll        Pitch          Yaw       Wander     Accel-Xb     Accel-Yb     Accel-Zb     ARate-Xb     ARate-Yb     ARate-Zb
 %     (SOW)      (radians)      (radians)     (meters)        (m/s)        (m/s)        (m/s)    (radians)    (radians)    (radians)    (radians)       (m/s2)       (m/s2)       (m/s2)      (rad/s)      (rad/s)      (rad/s)
464795.13515   0.8400698419   0.2930633418   279.225293     2.668190     0.095639    -1.641763     0.012413    -0.021070    -0.894852     0.000000    -0.001023     0.172628    -0.217129    -0.001023    -0.002591     0.000966
464795.14015   0.8400698432   0.2930633394   279.233557     2.669095     0.095503    -1.641133     0.012405    -0.021076    -0.894860     0.000000    -0.001322     0.194204     0.017600    -0.001322    -0.000592     0.003168
464795.14515   0.8400698446   0.2930633370   279.241819     2.670019     0.095233    -1.640928     0.012408    -0.021083    -0.894870     0.000000    -0.001123     0.175685    -0.112477    -0.001123     0.002007    -0.000635
464795.15015   0.8400698459   0.2930633346   279.250078     2.670792     0.094659    -1.639986     0.012411    -0.021087    -0.894865     0.000000    -0.000324     0.138560    -0.290478    -0.000324    -0.001391    -0.001936
464795.15515   0.8400698473   0.2930633322   279.258333     2.671413     0.093571    -1.639116     0.012401    -0.021090    -0.894859     0.000000    -0.000324     0.109239    -0.015652    -0.000324    -0.002691     0.000265
464795.16015   0.8400698486   0.2930633298   279.266586     2.672000     0.092343    -1.639434     0.012398    -0.021090    -0.894861     0.000000     0.000475     0.125865     0.159417     0.000475     0.002107     0.000465
464795.16515   0.8400698499   0.2930633274   279.274840     2.672579     0.091077    -1.639851     0.012408    -0.021090    -0.894864     0.000000    -0.000324     0.105326    -0.044991    -0.000324     0.001607     0.000966
464795.17015   0.8400698513   0.2930633250   279.283095     2.673130     0.089592    -1.639519     0.012407    -0.021095    -0.894873     0.000000    -0.001722     0.121026    -0.110520    -0.001722    -0.002391     0.003768
464795.17515   0.8400698526   0.2930633226   279.291349     2.673800     0.088170    -1.639427     0.012400    -0.021101    -0.894891     0.000000    -0.000723     0.148473     0.102692    -0.000723    -0.000692     0.003168
464795.18015   0.8400698540   0.2930633202   279.299603     2.674533     0.087004    -1.640075     0.012405    -0.021104    -0.894900     0.000000    -0.000324     0.140679     0.151596    -0.000324     0.003107    -0.001136
464795.18515   0.8400698553   0.2930633178   279.307861     2.675213     0.085769    -1.640385     0.012413    -0.021107    -0.894893     0.000000    -0.000623     0.130927    -0.079219    -0.000623    -0.000392    -0.001536
464795.19015   0.8400698566   0.2930633154   279.316117     2.675864     0.084372    -1.639992     0.012408    -0.021106    -0.894888     0.000000     0.001474     0.132866    -0.089979     0.001474    -0.001891    -0.000235
464795.19515   0.8400698582   0.2930633129   279.324255     2.677591     0.083862    -1.639595     0.012418    -0.021133    -0.894882     0.000000     0.001474     0.152769    -0.014664     0.001474     0.001607    -0.001536
464795.20015   0.8400698595   0.2930633105   279.332508     2.678197     0.083157    -1.639429     0.012422    -0.021129    -0.894878     0.000000     0.000575     0.093064    -0.070408     0.000575     0.000108     0.000966
464795.20515   0.8400698610   0.2930633080   279.340393     2.678139     0.082352    -1.638443     0.012432    -0.021158    -0.894885     0.000000     0.000675     0.156864    -0.400978     0.000675    -0.001491     0.005569
464795.21015   0.8400698623   0.2930633056   279.348636     2.678930     0.082199    -1.636461     0.012430    -0.021153    -0.894910     0.000000     0.001374     0.187134    -0.387287     0.001374     0.000708     0.003268
464795.21515   0.8400698636   0.2930633031   279.356869     2.679721     0.082450    -1.635050     0.012434    -0.021148    -0.894918     0.000000     0.000975     0.150892    -0.143758     0.000975     0.000808    -0.001536
464795.22015   0.8400698650   0.2930633007   279.365098     2.680263     0.082698    -1.634271     0.012430    -0.021147    -0.894910     0.000000    -0.000423     0.072640    -0.156473    -0.000423    -0.002691    -0.001636
464795.22515   0.8400698663   0.2930632983   279.373321     2.680643     0.083029    -1.632802     0.012422    -0.021153    -0.894904     0.000000    -0.001922     0.092262    -0.445971    -0.001922    -0.000492    -0.000936
464795.23015   0.8400698677   0.2930632959   279.381535     2.681053     0.083642    -1.630643     0.012421    -0.021161    -0.894898     0.000000    -0.001023     0.093316    -0.391199    -0.001023     0.000308    -0.001636
464795.23515   0.8400698690   0.2930632935   279.389741     2.681405     0.084345    -1.629493     0.012414    -0.021161    -0.894894     0.000000     0.001474     0.056145    -0.000965     0.001474    -0.003590     0.001166
464795.24015   0.8400698703   0.2930632911   279.397944     2.681596     0.085068    -1.629489     0.012398    -0.021151    -0.894903     0.000000     0.002673     0.018880     0.020548     0.002673    -0.002791     0.003168
464795.24515   0.8400698717   0.2930632887   279.406146     2.681626     0.085976    -1.628845     0.012396    -0.021141    -0.894915     0.000000     0.001275     0.006071    -0.310030     0.001275     0.001907     0.000666
464795.25015   0.8400698730   0.2930632862   279.414343     2.681603     0.086866    -1.627387     0.012405    -0.021139    -0.894916     0.000000    -0.000623     0.008014    -0.262105    -0.000623     0.001507    -0.001136
464795.25515   0.8400698744   0.2930632838   279.422535     2.681602     0.087607    -1.627223     0.012403    -0.021141    -0.894910     0.000000     0.000176    -0.006640     0.277769     0.000176    -0.002491    -0.001036
464795.26015   0.8400698757   0.2930632814   279.430732     2.681534     0.088348    -1.628691     0.012396    -0.021136    -0.894904     0.000000     0.002174    -0.035057     0.328625     0.002174    -0.000092    -0.002036
464795.26515   0.8400698771   0.2930632790   279.438933     2.681230     0.089003    -1.629248     0.012399    -0.021132    -0.894894     0.000000    -0.000324    -0.088889    -0.167238    -0.000324     0.001307    -0.001436
464795.27015   0.8400698784   0.2930632766   279.447133     2.680810     0.089333    -1.628155     0.012398    -0.021135    -0.894896     0.000000    -0.000823    -0.064407    -0.280689    -0.000823    -0.001891     0.003968
464795.27515   0.8400698798   0.2930632742   279.455328     2.680570     0.089589    -1.627587     0.012391    -0.021137    -0.894919     0.000000     0.000076    -0.023310     0.112479     0.000076    -0.001391     0.006070
464795.28015   0.8400698811   0.2930632718   279.463524     2.680380     0.089981    -1.628136     0.012389    -0.021137    -0.894941     0.000000     0.000076    -0.057544     0.111501     0.000076     0.000508     0.000666
464795.28515   0.8400698824   0.2930632694   279.471720     2.679929     0.090027    -1.627491     0.012385    -0.021137    -0.894941     0.000000    -0.000024    -0.120135    -0.442066    -0.000024    -0.002091    -0.001336
464795.29015   0.8400698838   0.2930632670   279.479908     2.679252     0.089576    -1.624964     0.012376    -0.021136    -0.894936     0.000000     0.000675    -0.127971    -0.593662     0.000675    -0.001791    -0.000135
464795.29515   0.8400698851   0.2930632646   279.488084     2.678575     0.088997    -1.622881     0.012376    -0.021130    -0.894935     0.000000     0.001874    -0.115315    -0.207340     0.001874     0.002107    -0.000936
464795.30015   0.8400698865   0.2930632621   279.496253     2.677769     0.088337    -1.622135     0.012383    -0.021125    -0.894930     0.000000     0.000575    -0.198504    -0.104647     0.000575     0.000808    -0.000735
464795.30515   0.8400698878   0.2930632597   279.504416     2.676720     0.087379    -1.620598     0.012376    -0.021126    -0.894932     0.000000    -0.001123    -0.207291    -0.592686    -0.001123    -0.004090     0.002867
464795.31015   0.8400698891   0.2930632573   279.512567     2.675656     0.086336    -1.617414     0.012363    -0.021130    -0.894947     0.000000    -0.000124    -0.189654    -0.709073    -0.000124    -0.001191     0.002867
464795.31515   0.8400698905   0.2930632549   279.520704     2.674621     0.085430    -1.614854     0.012364    -0.021130    -0.894958     0.000000     0.000176    -0.195520    -0.280694     0.000176     0.001807     0.000566
464795.32015   0.8400698918   0.2930632525   279.528832     2.673510     0.084421    -1.614156     0.012368    -0.021127    -0.894961     0.000000     0.001175    -0.240539     0.010759     0.001175    -0.000592     0.001166
464795.32515   0.8400698932   0.2930632501   279.536958     2.672203     0.083324    -1.613713     0.012365    -0.021121    -0.894966     0.000000     0.001574    -0.277768    -0.255267     0.001574    -0.000692     0.000265
464795.33015   0.8400698945   0.2930632477   279.545078     2.670743     0.082340    -1.612020     0.012366    -0.021113    -0.894963     0.000000     0.001674    -0.283712    -0.488040     0.001674     0.001108    -0.002337
464795.33515   0.8400698958   0.2930632453   279.553189     2.669169     0.081427    -1.610394     0.012365    -0.021105    -0.894955     0.000000     0.001774    -0.330738    -0.147687     0.001774    -0.001791    -0.000135
464795.34015   0.8400698972   0.2930632429   279.561296     2.667546     0.080482    -1.610349     0.012353    -0.021097    -0.894962     0.000000     0.001574    -0.315170     0.144741     0.001574    -0.003191     0.004769
464795.34515   0.8400698985   0.2930632405   279.569404     2.666009     0.079874    -1.610657     0.012347    -0.021093    -0.894984     0.000000     0.000076    -0.298582    -0.075317     0.000076     0.000808     0.003368
464795.35015   0.8400698998   0.2930632381   279.577510     2.664533     0.079605    -1.609656     0.012352    -0.021094    -0.894995     0.000000    -0.000623    -0.273137    -0.391220    -0.000623     0.001008     0.000065
464795.35515   0.8400699011   0.2930632357   279.585610     2.663096     0.079452    -1.608177     0.012352    -0.021094    -0.894996     0.000000     0.001075    -0.285859    -0.187790     0.001075    -0.001291     0.000365
464795.36015   0.8400699025   0.2930632333   279.593704     2.661674     0.079564    -1.607649     0.012350    -0.021086    -0.894997     0.000000     0.002573    -0.270296    -0.014680     0.002573     0.000708    -0.000135
464795.36515   0.8400699038   0.2930632309   279.601796     2.660238     0.080064    -1.607062     0.012355    -0.021076    -0.894995     0.000000     0.001574    -0.292889    -0.274838     0.001574     0.001108    -0.001336
464795.37015   0.8400699051   0.2930632285   279.609882     2.658762     0.080629    -1.605183     0.012354    -0.021073    -0.894993     0.000000    -0.000423    -0.272375    -0.519346    -0.000423    -0.001691     0.001967
464795.37515   0.8400699065   0.2930632261   279.617957     2.657478     0.081337    -1.602825     0.012350    -0.021073    -0.895005     0.000000     0.000575    -0.206848    -0.405895     0.000575     0.000008     0.003468
464795.38015   0.8400699078   0.2930632237   279.626021     2.656421     0.082493    -1.600989     0.012357    -0.021070    -0.895018     0.000000     0.000775    -0.186341    -0.316895     0.000775     0.003107     0.000365
464795.38515   0.8400699091   0.2930632213   279.634076     2.655447     0.083709    -1.598844     0.012368    -0.021069    -0.895019     0.000000    -0.000623    -0.171672    -0.579983    -0.000623     0.000808     0.000065
464795.39015   0.8400699104   0.2930632189   279.642117     2.654591     0.084663    -1.595663     0.012365    -0.021072    -0.895020     0.000000    -0.000324    -0.132524    -0.699303    -0.000324    -0.002491     0.000465
464795.39515   0.8400699119   0.2930632165   279.650198     2.654320     0.086049    -1.592282     0.012362    -0.021082    -0.895018     0.000000     0.000476    -0.116649    -0.602472     0.000476    -0.000292    -0.001436
464795.40015   0.8400699132   0.2930632141   279.658208     2.653640     0.086971    -1.589324     0.012362    -0.021083    -0.895011     0.000000    -0.000823    -0.124441    -0.567262    -0.000823     0.000108    -0.001236
464795.40515   0.8400699146   0.2930632117   279.666031     2.652703     0.087525    -1.586070     0.012361    -0.021104    -0.895009     0.000000    -0.000324    -0.095974    -0.743306    -0.000324    -0.003091     0.003368
464795.41015   0.8400699159   0.2930632093   279.674007     2.652280     0.087935    -1.582361     0.012355    -0.021103    -0.895026     0.000000     0.000775    -0.033389    -0.732548     0.000775     0.000408     0.003268
464795.41515   0.8400699173   0.2930632069   279.681966     2.651939     0.088364    -1.579118     0.012364    -0.021099    -0.895036     0.000000     0.001175    -0.060820    -0.551612     0.001175     0.003107    -0.000735
464795.42015   0.8400699186   0.2930632045   279.689911     2.651534     0.088491    -1.576488     0.012369    -0.021096    -0.895033     0.000000    -0.000024    -0.067691    -0.501732    -0.000024    -0.001391    -0.000335
464795.42515   0.8400699199   0.2930632021   279.697842     2.651225     0.088274    -1.573745     0.012363    -0.021098    -0.895034     0.000000    -0.000224    -0.026604    -0.607360    -0.000224    -0.000992     0.001466
464795.43015   0.8400699212   0.2930631998   279.705758     2.651112     0.088026    -1.570693     0.012366    -0.021098    -0.895038     0.000000     0.000076     0.019370    -0.621052     0.000076     0.002207    -0.000435
464795.43515   0.8400699226   0.2930631974   279.713660     2.650998     0.087688    -1.568139     0.012370    -0.021100    -0.895036     0.000000    -0.000623    -0.036360    -0.380455    -0.000623    -0.000892    -0.000335
464795.44015   0.8400699239   0.2930631950   279.721552     2.650833     0.087108    -1.566237     0.012359    -0.021098    -0.895039     0.000000     0.001774    -0.009000    -0.383392     0.001774    -0.003490     0.002367
464795.44515   0.8400699252   0.2930631926   279.729432     2.650640     0.086495    -1.563807     0.012351    -0.021089    -0.895050     0.000000     0.001974    -0.040386    -0.625946     0.001974     0.000108     0.001666
464795.45015   0.8400699266   0.2930631902   279.737297     2.650479     0.085816    -1.560235     0.012352    -0.021081    -0.895056     0.000000     0.001175     0.023111    -0.845027     0.001175     0.000208     0.000566
464795.45515   0.8400699279   0.2930631878   279.745145     2.650342     0.084879    -1.556849     0.012348    -0.021077    -0.895061     0.000000     0.000675    -0.043438    -0.481200     0.000675    -0.001791     0.001366
464795.46015   0.8400699292   0.2930631855   279.752979     2.650162     0.083910    -1.554605     0.012350    -0.021076    -0.895066     0.000000    -0.000324     0.002524    -0.427408    -0.000324     0.002507     0.000566
464795.46515   0.8400699305   0.2930631831   279.760800     2.649992     0.083155    -1.551736     0.012363    -0.021080    -0.895063     0.000000    -0.000823    -0.033631    -0.782431    -0.000823     0.002907    -0.003237
464795.47015   0.8400699319   0.2930631807   279.768602     2.649668     0.082243    -1.547442     0.012368    -0.021087    -0.895050     0.000000    -0.001722    -0.051170    -0.971190    -0.001722    -0.001491    -0.000635
464795.47515   0.8400699332   0.2930631783   279.776383     2.649334     0.081221    -1.543195     0.012355    -0.021095    -0.895052     0.000000    -0.001522    -0.045219    -0.696363    -0.001522    -0.003790     0.002367
464795.48015   0.8400699345   0.2930631759   279.784147     2.648961     0.080491    -1.540284     0.012347    -0.021098    -0.895063     0.000000     0.000675    -0.077470    -0.444031     0.000675     0.000808     0.001867
464795.48515   0.8400699358   0.2930631735   279.791896     2.648396     0.080021    -1.537436     0.012349    -0.021099    -0.895071     0.000000    -0.001223    -0.117554    -0.744286    -0.001223    -0.000092     0.000866
464795.49015   0.8400699372   0.2930631711   279.799628     2.647730     0.079552    -1.533308     0.012345    -0.021107    -0.895077     0.000000    -0.001622    -0.107702    -0.934024    -0.001622    -0.001991     0.002067
464795.49515   0.8400699385   0.2930631687   279.807339     2.647112     0.079207    -1.529372     0.012348    -0.021114    -0.895086     0.000000    -0.001322    -0.096868    -0.608337    -0.001322     0.003506     0.000766
464795.50015   0.8400699398   0.2930631664   279.815035     2.646418     0.079127    -1.527198     0.012367    -0.021118    -0.895085     0.000000     0.000176    -0.151605    -0.235703     0.000176     0.004106    -0.002137
464795.50515   0.8400699411   0.2930631640   279.822722     2.645459     0.079025    -1.525662     0.012374    -0.021117    -0.895078     0.000000     0.000476    -0.214211    -0.417617     0.000476    -0.001791     0.000265
464795.51015   0.8400699424   0.2930631616   279.830399     2.644300     0.078951    -1.523049     0.012364    -0.021115    -0.895084     0.000000     0.000675    -0.224017    -0.664083     0.000675    -0.002491     0.003268
464795.51515   0.8400699438   0.2930631592   279.838061     2.643139     0.079109    -1.520128     0.012357    -0.021114    -0.895100     0.000000    -0.000523    -0.209349    -0.485103    -0.000523    -0.000392     0.003168
464795.52015   0.8400699451   0.2930631568   279.845713     2.642027     0.079377    -1.518633     0.012349    -0.021118    -0.895116     0.000000    -0.000723    -0.223009    -0.056725    -0.000723    -0.003291     0.002867
464795.52515   0.8400699464   0.2930631544   279.853361     2.640813     0.079644    -1.518369     0.012337    -0.021119    -0.895128     0.000000     0.000575    -0.266036    -0.045968     0.000575    -0.001391     0.001166
464795.53015   0.8400699477   0.2930631521   279.861005     2.639458     0.080026    -1.517233     0.012342    -0.021115    -0.895125     0.000000     0.001175    -0.255317    -0.478259     0.001175     0.003906    -0.004138
464795.53515   0.8400699490   0.2930631497   279.868640     2.637963     0.080379    -1.515029     0.012358    -0.021112    -0.895104     0.000000     0.000076    -0.315980    -0.418597     0.000076     0.002507    -0.004138
464795.54015   0.8400699504   0.2930631473   279.876267     2.636434     0.080617    -1.513748     0.012361    -0.021111    -0.895093     0.000000     0.000575    -0.272957    -0.060637     0.000575    -0.001591     0.002067
464795.54515   0.8400699517   0.2930631449   279.883891     2.635082     0.081063    -1.513558     0.012356    -0.021109    -0.895105     0.000000     0.000276    -0.262218    -0.012714     0.000276    -0.000892     0.003468
464795.55015   0.8400699530   0.2930631426   279.891511     2.633782     0.081671    -1.512507     0.012354    -0.021110    -0.895121     0.000000    -0.000523    -0.241672    -0.471412    -0.000523     0.000308     0.002467
464795.55515   0.8400699543   0.2930631402   279.899122     2.632591     0.082150    -1.510022     0.012349    -0.021116    -0.895131     0.000000    -0.001722    -0.206406    -0.526180    -0.001722    -0.002791     0.000465
464795.56015   0.8400699556   0.2930631378   279.906723     2.631638     0.082486    -1.508270     0.012340    -0.021122    -0.895131     0.000000    -0.000423    -0.153535    -0.111495    -0.000423    -0.000892    -0.001236
464795.56515   0.8400699569   0.2930631355   279.914319     2.630791     0.082787    -1.508076     0.012344    -0.021123    -0.895121     0.000000     0.000076    -0.181884     0.049882     0.000076     0.003007    -0.003638
464795.57015   0.8400699583   0.2930631331   279.921914     2.629853     0.082847    -1.507542     0.012354    -0.021125    -0.895107     0.000000    -0.000423    -0.179915    -0.329593    -0.000423     0.000608    -0.000735
464795.57515   0.8400699596   0.2930631307   279.929502     2.629049     0.082634    -1.505699     0.012354    -0.021127    -0.895110     0.000000    -0.000324    -0.109476    -0.431308    -0.000324    -0.000592     0.003968
464795.58015   0.8400699609   0.2930631284   279.937083     2.628619     0.082608    -1.504330     0.012360    -0.021129    -0.895130     0.000000    -0.000523    -0.030233    -0.075303    -0.000523     0.003007     0.003668
464795.58515   0.8400699622   0.2930631260   279.944659     2.628526     0.082639    -1.504274     0.012371    -0.021130    -0.895143     0.000000     0.000675     0.009865     0.062601     0.000675     0.001008     0.000666
464795.59015   0.8400699635   0.2930631236   279.952236     2.628537     0.082271    -1.504227     0.012372    -0.021128    -0.895146     0.000000     0.000176     0.000068    -0.113445     0.000176    -0.000792     0.000566
464795.59515   0.8400699648   0.2930631213   279.960266     2.628532     0.081463    -1.503345     0.012357    -0.021111    -0.895146     0.000000     0.000076     0.069464    -0.319814     0.000076     0.001807    -0.001136
464795.60015   0.8400699661   0.2930631189   279.967834     2.628821     0.081000    -1.502251     0.012365    -0.021112    -0.895139     0.000000    -0.000324     0.064582    -0.101710    -0.000324     0.001507    -0.001936
464795.60515   0.8400699673   0.2930631165   279.975296     2.629524     0.080802    -1.502082     0.012344    -0.021106    -0.895141     0.000000     0.000775     0.087946     0.067485     0.000775    -0.002791     0.001566
464795.61015   0.8400699686   0.2930631141   279.982861     2.629919     0.079894    -1.502127     0.012341    -0.021097    -0.895152     0.000000     0.003073     0.077096    -0.076288     0.003073     0.001108     0.003868
464795.61515   0.8400699700   0.2930631118   279.990422     2.630301     0.079163    -1.501113     0.012354    -0.021085    -0.895168     0.000000     0.001774     0.103386    -0.386325     0.001774     0.004206     0.001766
464795.62015   0.8400699713   0.2930631094   279.997977     2.630609     0.078496    -1.499498     0.012363    -0.021081    -0.895174     0.000000    -0.000324     0.045649    -0.263093    -0.000324    -0.000792     0.000165
464795.62515   0.8400699726   0.2930631070   280.005525     2.630831     0.077681    -1.498490     0.012355    -0.021081    -0.895176     0.000000     0.000476     0.053473    -0.129104     0.000476    -0.002591     0.000566
464795.63015   0.8400699739   0.2930631046   280.013068     2.631049     0.076932    -1.497523     0.012351    -0.021081    -0.895175     0.000000     0.000076     0.046618    -0.278743     0.000076     0.000908    -0.002036
464795.63515   0.8400699752   0.2930631023   280.020605     2.631048     0.076191    -1.495803     0.012353    -0.021078    -0.895163     0.000000     0.001175    -0.024804    -0.439141     0.001175     0.000008    -0.002837
464795.64015   0.8400699765   0.2930630999   280.028131     2.630747     0.075364    -1.493833     0.012346    -0.021072    -0.895156     0.000000     0.001474    -0.074745    -0.352099     0.001474    -0.002991     0.001666
464795.64515   0.8400699778   0.2930630975   280.035650     2.630221     0.074791    -1.492453     0.012337    -0.021065    -0.895167     0.000000     0.001574    -0.119807    -0.194638     0.001574    -0.000592     0.003268
464795.65015   0.8400699791   0.2930630952   280.043162     2.629499     0.074593    -1.491267     0.012342    -0.021060    -0.895182     0.000000     0.000575    -0.149199    -0.309068     0.000575     0.002307     0.002067
464795.65515   0.8400699804   0.2930630928   280.050667     2.628574     0.074481    -1.489703     0.012346    -0.021062    -0.895192     0.000000    -0.001322    -0.201992    -0.331561    -0.001322    -0.000692     0.002067
464795.66015   0.8400699818   0.2930630904   280.058165     2.627517     0.074469    -1.488412     0.012346    -0.021068    -0.895202     0.000000    -0.001223    -0.206818    -0.174097    -0.001223     0.000608     0.002167
464795.66515   0.8400699831   0.2930630880   280.065659     2.626274     0.074831    -1.487862     0.012357    -0.021073    -0.895207     0.000000    -0.000623    -0.281099    -0.044016    -0.000623     0.003706    -0.001636
464795.67015   0.8400699844   0.2930630857   280.073149     2.624741     0.075369    -1.487370     0.012368    -0.021076    -0.895199     0.000000    -0.000324    -0.322149    -0.180939    -0.000324     0.000308    -0.001136
464795.67515   0.8400699857   0.2930630833   280.080637     2.623068     0.075895    -1.486672     0.012358    -0.021077    -0.895201     0.000000     0.000276    -0.343661    -0.088026     0.000276    -0.004590     0.003868
464795.68015   0.8400699870   0.2930630809   280.088123     2.621367     0.076744    -1.486515     0.012342    -0.021077    -0.895220     0.000000    -0.000224    -0.338771     0.047918    -0.000224    -0.001791     0.003067
464795.68515   0.8400699883   0.2930630786   280.095609     2.619686     0.077915    -1.486632     0.012340    -0.021080    -0.895231     0.000000    -0.000823    -0.333853    -0.002939    -0.000823     0.000808     0.000165
464795.69015   0.8400699896   0.2930630762   280.103095     2.618028     0.079017    -1.486240     0.012339    -0.021084    -0.895231     0.000000    -0.000623    -0.324034    -0.169203    -0.000623    -0.001291    -0.000035
464795.69515   0.8400699909   0.2930630739   280.110577     2.616471     0.080038    -1.485339     0.012339    -0.021085    -0.895227     0.000000     0.000376    -0.284903    -0.193655     0.000376     0.001607    -0.002537
464795.70015   0.8400699922   0.2930630715   280.118056     2.614896     0.081121    -1.484763     0.012354    -0.021086    -0.895211     0.000000    -0.000423    -0.333798    -0.027387    -0.000423     0.004406    -0.004739
464795.70515   0.8400699935   0.2930630691   280.125532     2.613174     0.082094    -1.484494     0.012365    -0.021090    -0.895194     0.000000    -0.000823    -0.347454    -0.096824    -0.000823     0.000008    -0.000035
464795.71015   0.8400699948   0.2930630668   280.133006     2.611500     0.082979    -1.483573     0.012362    -0.021093    -0.895201     0.000000    -0.000024    -0.309287    -0.294387    -0.000024    -0.001391     0.004369
464795.71515   0.8400699961   0.2930630644   280.140473     2.610164     0.084011    -1.481884     0.012362    -0.021093    -0.895219     0.000000    -0.000024    -0.195833    -0.390234    -0.000024     0.001307     0.002067
464795.72015   0.8400699974   0.2930630621   280.147933     2.609079     0.084982    -1.480587     0.012366    -0.021092    -0.895227     0.000000     0.000476    -0.223226    -0.092911     0.000476    -0.000192     0.000165
464795.72515   0.8400699988   0.2930630598   280.155389     2.608001     0.085621    -1.480160     0.012359    -0.021088    -0.895230     0.000000     0.001674    -0.199803    -0.074331     0.001674    -0.002791     0.001666
464795.73015   0.8400700001   0.2930630574   280.162842     2.606928     0.086132    -1.479355     0.012351    -0.021079    -0.895237     0.000000     0.001874    -0.220426    -0.273852     0.001874    -0.000492     0.000866
464795.73515   0.8400700014   0.2930630551   280.170288     2.605889     0.086490    -1.477763     0.012351    -0.021072    -0.895241     0.000000     0.000975    -0.168657    -0.385349     0.000975     0.000408     0.000566
464795.74015   0.8400700027   0.2930630527   280.177728     2.605042     0.086493    -1.476609     0.012345    -0.021070    -0.895247     0.000000    -0.000124    -0.155961    -0.039126    -0.000124    -0.002891     0.002467
464795.74515   0.8400700040   0.2930630504   280.185166     2.604270     0.086348    -1.476863     0.012338    -0.021068    -0.895261     0.000000     0.001275    -0.154031     0.159413     0.001275    -0.000092     0.003468
464795.75015   0.8400700053   0.2930630480   280.192604     2.603496     0.086298    -1.476932     0.012345    -0.021066    -0.895273     0.000000    -0.000523    -0.147201    -0.190722    -0.000523     0.003007     0.000065
464795.75515   0.8400700066   0.2930630457   280.200039     2.602728     0.086075    -1.475715     0.012353    -0.021070    -0.895274     0.000000    -0.001023    -0.141291    -0.327644    -0.001023     0.000108     0.000666
464795.76015   0.8400700079   0.2930630434   280.207470     2.602107     0.085654    -1.474986     0.012350    -0.021074    -0.895280     0.000000    -0.000024    -0.093339     0.079217    -0.000024    -0.001591     0.002367
464795.76515   0.8400700092   0.2930630410   280.214901     2.601612     0.085421    -1.475908     0.012350    -0.021072    -0.895289     0.000000     0.000975    -0.110964     0.309054     0.000975     0.001607     0.000465
464795.77015   0.8400700105   0.2930630387   280.222336     2.601056     0.085229    -1.476534     0.012355    -0.021072    -0.895289     0.000000    -0.001123    -0.111934    -0.126169    -0.001123     0.000308    -0.000936
464795.77515   0.8400700118   0.2930630363   280.229769     2.600409     0.084834    -1.475460     0.012353    -0.021079    -0.895289     0.000000    -0.001522    -0.140230    -0.335467    -0.001522    -0.001591     0.002167
464795.78015   0.8400700131   0.2930630340   280.237197     2.599810     0.084576    -1.474373     0.012351    -0.021080    -0.895301     0.000000     0.001574    -0.077634    -0.073355     0.001574     0.000908     0.002767
464795.78515   0.8400700144   0.2930630317   280.244624     2.599293     0.084637    -1.474706     0.012356    -0.021073    -0.895310     0.000000     0.001474    -0.130520     0.233747     0.001474     0.000908    -0.000135
464795.79015   0.8400700157   0.2930630293   280.252052     2.598622     0.084689    -1.475266     0.012355    -0.021070    -0.895312     0.000000    -0.000324    -0.140325    -0.054773    -0.000324    -0.001591     0.001566
464795.79515   0.8400700170   0.2930630270   280.259006     2.597807     0.084685    -1.474096     0.012337    -0.021059    -0.895319     0.000000    -0.000923    -0.123800    -0.374595    -0.000923    -0.001191     0.001166
464795.80015   0.8400700183   0.2930630247   280.266427     2.597143     0.085156    -1.472562     0.012337    -0.021067    -0.895321     0.000000    -0.002221    -0.127639    -0.215173    -0.002221     0.000908    -0.001636
464795.80515   0.8400700195   0.2930630224   280.273400     2.596805     0.085989    -1.472305     0.012325    -0.021067    -0.895315     0.000000    -0.002921    -0.179426     0.086062    -0.002921    -0.001391    -0.002036
464795.81015   0.8400700208   0.2930630200   280.280816     2.595820     0.086458    -1.472403     0.012319    -0.021078    -0.895308     0.000000    -0.001422    -0.219415    -0.049883    -0.001422    -0.000892    -0.000135
464795.81515   0.8400700221   0.2930630177   280.288230     2.594663     0.087079    -1.471332     0.012327    -0.021080    -0.895307     0.000000     0.000975    -0.226246    -0.419579     0.000975     0.003906    -0.000435
464795.82015   0.8400700234   0.2930630154   280.295636     2.593379     0.087846    -1.469474     0.012337    -0.021076    -0.895305     0.000000     0.000875    -0.260519    -0.326665     0.000875     0.000108    -0.000235
464795.82515   0.8400700247   0.2930630130   280.303035     2.591991     0.088555    -1.468727     0.012324    -0.021075    -0.895306     0.000000    -0.000124    -0.291831     0.071393    -0.000124    -0.005590     0.001566
464795.83015   0.8400700260   0.2930630107   280.310435     2.590490     0.089400    -1.469122     0.012304    -0.021076    -0.895313     0.000000    -0.000423    -0.320178     0.103666    -0.000423    -0.002391     0.000465
464795.83515   0.8400700273   0.2930630084   280.317834     2.588803     0.090396    -1.468778     0.012299    -0.021080    -0.895312     0.000000    -0.000823    -0.352419    -0.272876    -0.000823     0.000408    -0.001736
464795.84015   0.8400700286   0.2930630061   280.325230     2.586907     0.091293    -1.467555     0.012294    -0.021084    -0.895309     0.000000    -0.000823    -0.397364    -0.208325    -0.000823    -0.002591     0.001566
